farm_id,growth_rate_timestamp,growth_rate,weather_data_count,date_cos,avg_air_temperature_celsius_24h,min_air_temperature_celsius_24h,max_air_temperature_celsius_24h,median_air_temperature_celsius_24h,var_air_temperature_celsius_24h,max_global_horizontal_irradiance_24h,avg_ghi_18h_10h_utc,median_ghi_18h_10h_utc,total_sunshine_duration_24h,max_precipitation_rate_24h,var_precipitation_rate_24h,total_rain_duration_24h,growing_degree_days_24h
0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6,2024-02-12 10:00:00,27.73811,48,0.8779600847008882,10.9375,6.0,18.0,10.0,20.006648936170212,791.0,349.2352941176471,317.5,13.0,0.0,0.0,0.0,5.9375
3a2cce8f-e7b2-4f35-95a0-99c4554cd028,2024-12-23 10:00:00,102.31011,48,0.935367949313148,16.958333333333332,10.0,24.0,17.5,22.040780141843975,987.0,340.3970588235294,241.5,14.0,0.5,0.019840425531914892,8.0,11.958333333333334
ec7ea766-e197-4494-8585-ce3be39f661c,2024-11-04 10:00:00,83.82789,48,0.35769823883312546,11.427083333333334,4.0,21.0,10.5,35.94669769503546,911.0,377.3970588235294,276.5,13.0,0.0,0.0,0.0,6.552083333333333
3a2cce8f-e7b2-4f35-95a0-99c4554cd028,2024-11-17 10:00:00,115.94774,48,0.5560174366570446,7.104166666666667,0.0,14.0,6.5,24.308067375886523,1023.0,510.5735294117647,542.5,13.5,0.0,0.0,0.0,3.3333333333333335
18f2c3c5-468a-4c37-9c80-fbcd351418c6,2024-04-15 11:00:00,52.18615,48,-0.01291029607500882,9.96875,6.0,16.0,10.0,12.961768617021276,609.0,227.75,154.5,10.0,0.0,0.0,0.0,4.96875
12de6462-600c-44dc-977a-dee13134f845,2024-09-15 11:00:00,84.89198,48,-0.4749510720670502,8.510416666666666,7.0,12.0,8.0,2.9520168439716317,429.0,153.27941176470588,123.0,10.0,0.1,0.0007801418439716316,2.0,3.5104166666666665
a978b3d8-feab-47ad-a91b-e37c844e75e9,2024-10-08 10:00:00,57.57969,48,-0.09882013873287211,11.541666666666666,8.0,16.0,10.0,8.25354609929078,770.0,275.61764705882354,242.0,12.0,0.0,0.0,0.0,6.541666666666667
153edafb-f090-490c-83cb-b24d1d2ecb83,2024-09-14 11:00:00,41.8678,48,-0.4900286664290594,6.645833333333333,6.0,8.0,7.0,0.4463652482269503,318.0,101.77941176470588,80.0,10.0,0.2,0.0032446808510638303,14.0,1.6458333333333333
27483c52-38f9-4148-bdc4-2be4c30f690b,2024-01-18 10:00:00,22.95331,48,0.9976303053065857,16.822916666666668,12.0,24.0,16.0,16.86691046099291,719.0,223.39705882352942,208.5,13.5,0.0,0.0,0.0,11.822916666666666
7642243d-7032-43f0-804b-cf11429e3566,2024-12-02 10:00:00,91.00832,48,0.749826401204568,13.489583333333334,8.0,18.0,13.5,11.015846631205672,822.0,391.54411764705884,411.0,14.0,0.0,0.0,0.0,8.489583333333334
01b6acd6-ff5e-4942-aef6-380d6d1839dd,2024-01-04 10:00:00,84.81176,48,0.9852201067560606,16.104166666666668,10.0,22.0,16.0,15.169769503546101,941.0,345.9264705882353,292.5,13.0,0.4,0.022126551418439718,8.0,11.104166666666666
71f7ad21-df36-449f-a624-52283cfb0c28,2024-09-04 11:00:00,19.88861,48,-0.6321034111873488,7.78125,5.0,11.0,8.0,5.169215425531915,550.0,180.69117647058823,132.5,10.5,0.2,0.003057402482269504,3.0,2.78125
2a0419db-c933-4072-b370-96b99be23f54,2024-12-20 10:00:00,39.57937,48,0.9158642882672868,17.302083333333332,10.0,25.0,16.5,29.954676418439718,1073.0,432.27941176470586,399.5,14.0,0.1,0.00040780141843971637,1.0,12.302083333333334
ec7ea766-e197-4494-8585-ce3be39f661c,2024-09-16 11:00:00,45.62528,48,-0.4597327394521046,6.666666666666667,4.0,10.0,7.0,4.046099290780142,705.0,243.19117647058823,197.5,11.0,0.0,0.0,0.0,1.9166666666666667
066ecc54-39b6-4ec4-9fb2-a79ca3456c7d,2024-03-07 10:00:00,39.07288,48,0.6118864012687243,13.166666666666666,8.0,19.0,13.0,18.769503546099294,396.0,141.4264705882353,116.5,12.0,0.0,0.0,0.0,8.166666666666666
066ecc54-39b6-4ec4-9fb2-a79ca3456c7d,2024-03-05 10:00:00,39.07288,48,0.6387494220515272,14.5625,11.0,18.0,14.0,4.889627659574468,813.0,270.69117647058823,227.0,12.0,0.6,0.042553191489361694,11.0,9.5625
9e89605f-f2b5-4375-8f8a-05b043bc35b5,2024-06-28 11:00:00,32.21244,48,-0.9599326896597447,8.572916666666666,6.0,13.0,7.25,6.6488253546099285,474.0,161.52941176470588,54.0,9.0,0.0,0.0,0.0,3.5729166666666665
a978b3d8-feab-47ad-a91b-e37c844e75e9,2024-08-01 11:00:00,18.54821,48,-0.9549667548552553,4.0,2.0,6.0,4.0,1.5319148936170213,436.0,149.76470588235293,52.0,9.0,0.0,0.0,0.0,0.1875
2a0419db-c933-4072-b370-96b99be23f54,2024-10-31 10:00:00,59.78371,48,0.2926003356333479,13.145833333333334,8.0,20.0,12.5,19.786790780141843,732.0,284.0147058823529,256.0,13.0,0.0,0.0,0.0,8.145833333333334
2a0419db-c933-4072-b370-96b99be23f54,2024-10-15 10:00:00,45.98512,48,0.021516097436222233,12.40625,8.0,17.0,12.0,5.9857047872340425,692.0,253.27941176470588,248.0,12.0,0.1,0.0004078014184397162,1.0,7.40625
e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f,2024-10-15 10:00:00,56.84881,48,0.021516097436222233,5.552083333333333,3.0,7.0,6.0,2.2472296099290783,482.0,130.97058823529412,129.5,12.0,0.9,0.053234707446808506,7.0,1.0208333333333333
e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f,2024-10-31 10:00:00,52.96035,48,0.2926003356333479,11.8125,6.0,18.0,11.5,19.94281914893617,470.0,183.5441176470588,195.5,12.5,0.0,0.0,0.0,6.8125
3a2cce8f-e7b2-4f35-95a0-99c4554cd028,2024-11-28 10:00:00,80.76798,48,0.7025274741691566,17.447916666666668,11.0,24.0,16.0,25.694038120567377,993.0,432.20588235294116,323.5,13.5,0.0,0.0,0.0,12.447916666666666
066ecc54-39b6-4ec4-9fb2-a79ca3456c7d,2024-02-18 10:00:00,49.31105,48,0.8239230057575542,17.645833333333332,11.0,26.0,16.0,29.1697695035461,815.0,352.1617647058824,397.0,13.0,0.0,0.0,0.0,12.645833333333334
ec7ea766-e197-4494-8585-ce3be39f661c,2024-10-10 10:00:00,61.58494,48,-0.06450844944931625,8.40625,4.0,12.0,8.0,4.049534574468085,863.0,391.44117647058823,382.5,12.5,0.0,0.0,0.0,3.4270833333333335
0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6,2024-10-31 10:00:00,60.82942,48,0.2926003356333479,8.364583333333334,5.0,13.0,8.0,7.975953014184396,720.0,195.1764705882353,177.5,13.5,0.0,0.0,0.0,3.3645833333333335
01b6acd6-ff5e-4942-aef6-380d6d1839dd,2024-12-10 10:00:00,50.56888,48,0.8335557718385695,16.645833333333332,11.0,22.0,17.0,13.095301418439718,892.0,381.54411764705884,352.5,14.0,1.0,0.05996343085106383,4.0,11.645833333333334
27483c52-38f9-4148-bdc4-2be4c30f690b,2024-08-29 11:00:00,40.32322,48,-0.7086266782644601,12.270833333333334,7.0,16.0,12.0,8.031471631205674,606.0,223.7941176470588,92.5,10.0,0.0,0.0,0.0,7.270833333333333
18f2c3c5-468a-4c37-9c80-fbcd351418c6,2024-07-10 11:00:00,8.61223,48,-0.9970011699250151,4.21875,2.0,9.0,3.0,6.084109042553192,395.0,104.42647058823529,16.5,8.0,0.0,0.0,0.0,0.8020833333333334
89ff4b82-803f-4e84-9827-2256e76f3f0a,2024-12-26 10:00:00,87.00563,48,0.9523775757303973,15.15625,13.0,17.0,15.0,1.171875,372.0,142.75,146.75,13.5,0.4,0.016861702127659573,16.0,10.15625
89ff4b82-803f-4e84-9827-2256e76f3f0a,2024-12-25 10:00:00,86.01683,48,0.946987753076075,18.5,14.0,25.0,18.0,13.191489361702128,679.0,296.04411764705884,291.5,13.5,0.1,0.0011170212765957452,3.0,13.5
2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8,2024-02-11 10:00:00,59.66232,48,0.886070621534138,16.0,11.0,22.0,14.5,16.30851063829787,935.0,461.1764705882353,505.0,13.0,0.0,0.0,0.0,11.0
